Country,RES
"Armenia, Republic of",3.9250839687942345e-12
"Azerbaijan, Republic of",2.7992165100282743e-12
"Belarus, Republic of",5.658742135747676e-14
"Azerbaijan, Republic of",9.624829266943539e-12
"Azerbaijan, Republic of",8.456430792312663e-12
"Marshall Islands, Republic of the",1.0040125033636499e-14
Tuvalu,2.210545094299935e-12
Tuvalu,1.0073155550942368e-14
Tonga,1.0040125033636499e-14
Tuvalu,1.9850426800465014e-12
"Marshall Islands, Republic of the",1.0149586631685021e-14
"Marshall Islands, Republic of the",1.0149586631685021e-14
"Marshall Islands, Republic of the",2.865262181608709e-12
Tonga,2.9252456010361683e-12
Tuvalu,1.0062401429028829e-14
"Marshall Islands, Republic of the",1.0143057343380372e-14
"Marshall Islands, Republic of the",1.0149586631685021e-14
"Micronesia, Federated States of",1.0224865485079793e-14
"Micronesia, Federated States of",1.0224865485079793e-14
"Micronesia, Federated States of",1.9646194503053434e-12
Tuvalu,2.25824692242635e-12
"Micronesia, Federated States of",8.135416412435698e-14
"Marshall Islands, Republic of the",2.1977599796478678e-12
Tuvalu,1.0040125033636499e-14
Tuvalu,1.0061633277463577e-14
"Micronesia, Federated States of",1.8131441864711035e-12
Tuvalu,6.417944735265263e-14
"Marshall Islands, Republic of the",6.016623949998947e-14
"Marshall Islands, Republic of the",1.1192352381515673e-14
"Kazakhstan, Republic of",1.607662452131058e-11
Albania,1.1594095650142879e-14
Georgia,6.284478400802593e-14
Georgia,1.3757978609459969e-14
Bulgaria,5.027859255205565e-14
"Kazakhstan, Republic of",6.547504634942842e-12
"Kazakhstan, Republic of",1.0203741317035341e-14
Albania,8.387844075354372e-12
Georgia,4.576762248510869e-14
Georgia,3.564397633178225e-12
"Kazakhstan, Republic of",2.6043842722859743e-09
Albania,5.727722146307376e-14
Georgia,4.576762248510869e-14
Albania,1.005164730711529e-14
"Kazakhstan, Republic of",1.4124197556724714e-11
Georgia,9.680262540574222e-12
Georgia,5.0289346673969193e-14
"Kazakhstan, Republic of",5.563520915491593e-12
Emerging and Developing Europe,2.1372334770637746e-12
"Armenia, Republic of",1.2289656892479274e-14
"Azerbaijan, Republic of",5.863492935465806e-14
"Azerbaijan, Republic of",5.863492935465806e-14
"Armenia, Republic of",6.589297007784884e-10
"Azerbaijan, Republic of",1.163634398623178e-14
Emerging and Developing Europe,1.2992899650468197e-14
"Armenia, Republic of",2.0008811971704488e-14
"Armenia, Republic of",8.526290336414578e-14
"Azerbaijan, Republic of",4.751640017932099e-12
Emerging and Developing Europe,1.6362893485512247e-11
"Azerbaijan, Republic of",1.0090054885377929e-14
"Belarus, Republic of",1.1710854688061302e-14
"Belarus, Republic of",9.089230211010079e-14
Emerging and Developing Europe,1.4375678856914994e-11
"Azerbaijan, Republic of",3.8625349231388314e-14
"Armenia, Republic of",3.9250839687942345e-12
"Armenia, Republic of",3.6663106057950077e-14
"Belarus, Republic of",8.863163589431968e-12
Emerging and Developing Europe,5.851029676319579e-12
"Belarus, Republic of",1.0739374171637672e-11
"Belarus, Republic of",3.325972989218327e-12
Emerging and Developing Europe,1.1506526371704061e-14
"Azerbaijan, Republic of",1.5307647577200932e-13
"Belarus, Republic of",1.0802707500041199e-13
Kyrgyz Republic,3.2268706831788044e-12
Kyrgyz Republic,1.4472359565145057e-14
Bulgaria,1.0718095605128606e-13
Kyrgyz Republic,1.005164730711529e-14
Kyrgyz Republic,6.179518170926452e-13
"Moldova, Republic of",6.257709086905099e-12
Kyrgyz Republic,3.280698520038111e-14
Bulgaria,6.773730647970743e-12
"Moldova, Republic of",5.135130737918817e-11
"Moldova, Republic of",2.727437355164794e-14
Georgia,1.0904091984381088e-11
Albania,7.963139220138631e-13
Georgia,9.580236148201703e-12
Bulgaria,1.0089286733812677e-14
"Moldova, Republic of",1.3445456145136874e-13
Albania,2.0442433530289684e-14
Bulgaria,4.364274626227513e-12
Bulgaria,5.358049205529474e-14
Albania,9.770738120460176e-13
"Kazakhstan, Republic of",5.2510633215681844e-11
Albania,3.5522197269754587e-10
Georgia,7.043699820033529e-12
Albania,9.770738120460176e-13
"Kazakhstan, Republic of",3.243112168773125e-10
Albania,3.284808130912213e-14
Albania,2.88825022717791e-10
Georgia,3.602669248613814e-14
"Kazakhstan, Republic of",3.1848101601476055e-13
"Kazakhstan, Republic of",5.2510633215681844e-11
"Kazakhstan, Republic of",1.219905341535771e-13
"Kazakhstan, Republic of",1.1960503946768456e-14
"Belarus, Republic of",1.2500318234416242e-11
Albania,7.369765180527814e-12
Albania,3.8309612052764635e-12
Georgia,1.0060481050115698e-14
"Belarus, Republic of",1.0097736401030457e-14
Georgia,2.317206011741545e-14
"Belarus, Republic of",1.2410909617054426e-13
"China, People's Republic of",1.745854877506525e-14
"China, People's Republic of",5.182993263352683e-11
Russian Federation,8.49571406335969e-13
"Tajikistan, Republic of",1.0051263231332664e-14
Russian Federation,7.771642914086517e-11
"Tajikistan, Republic of",6.987260267852363e-14
Russian Federation,1.6245513012977536e-11
"Tajikistan, Republic of",3.205534889378126e-14
"China, People's Republic of",1.0430810376406108e-11
"Tajikistan, Republic of",5.538806791106933e-13
Russian Federation,5.569921999300001e-11
"Tajikistan, Republic of",1.3272890896002836e-14
"China, People's Republic of",5.496662155479339e-14
"Tajikistan, Republic of",2.1709484174142845e-12
Russian Federation,7.771642914086517e-11
"Tajikistan, Republic of",6.987260267852363e-14
Russian Federation,5.8070894864082066e-12
Kyrgyz Republic,8.590419354616972e-11
Russian Federation,2.6865160009048644e-12
"Tajikistan, Republic of",1.3883716571024634e-11
"Tajikistan, Republic of",1.5580802273804822e-14
Kyrgyz Republic,1.030790266928362e-13
"Moldova, Republic of",2.133130395477977e-12
Bulgaria,5.027859255205565e-14
"Moldova, Republic of",1.5184820141917012e-14
Kyrgyz Republic,2.835958351621663e-12
"Moldova, Republic of",1.3445456145136874e-13
Bulgaria,3.806997564971055e-14
Kyrgyz Republic,1.7020702382871166e-14
Bulgaria,1.1340989709392087e-14
Bulgaria,1.5100234364157638e-11
Bulgaria,6.260825093729546e-12
"Moldova, Republic of",2.895837302436248e-12
Bulgaria,1.3266459162946976e-11
"Moldova, Republic of",7.121956412971004e-12
"Moldova, Republic of",1.0155347768424417e-14
"Moldova, Republic of",1.7033376883697835e-14
Bulgaria,6.517650808435075e-14
Kyrgyz Republic,1.3155866845794404e-11
Kyrgyz Republic,2.6099332102280755e-13
Kyrgyz Republic,6.179518170926452e-13
Kyrgyz Republic,9.96369395289385e-13
"Moldova, Republic of",9.38824857081603e-13
"Moldova, Republic of",1.0048958776636906e-14
Czech Republic,2.2187212112230556e-10
Ukraine,1.1287603175607019e-14
"Uzbekistan, Republic of",1.2515005676419657e-12
Czech Republic,5.903552039593738e-14
Ukraine,6.684838612536561e-12
"Uzbekistan, Republic of",5.897321892553147e-10
"Uzbekistan, Republic of",1.8486873275469151e-13
Ukraine,1.0168022269251086e-14
Ukraine,4.875049673694903e-11
Czech Republic,1.9229712326267944e-11
"Uzbekistan, Republic of",4.100881599714856e-12
Ukraine,7.60817062069858e-12
"Latvia, Republic of",6.481086793929043e-12
Czech Republic,3.104983465410754e-12
"Uzbekistan, Republic of",5.664848940691436e-14
"Uzbekistan, Republic of",3.525613764349073e-10
Czech Republic,1.2200456444191643e-11
Ukraine,2.952973184011315e-12
Turkmenistan,9.736397904735548e-14
Ukraine,8.82730688888722e-11
"Tajikistan, Republic of",2.6298436987994278e-14
Turkmenistan,3.641652940550394e-14
Turkmenistan,1.4001620538851066e-11
"Tajikistan, Republic of",5.8829452216284835e-12
"China, People's Republic of",7.286398843378277e-12
"China, People's Republic of",3.146748326904487e-11
Russian Federation,1.8491383861460314e-11
Russian Federation,3.8454958734558234e-10
"China, People's Republic of",9.164468352371893e-12
Turkmenistan,1.3244773860184108e-11
Russian Federation,6.363252343819265e-14
"China, People's Republic of",4.431092789429544e-11
Russian Federation,5.365806937180306e-10
"China, People's Republic of",5.176881042940388e-12
"China, People's Republic of",1.468540256101009e-11
Turkmenistan,4.007634528981473e-12
"China, People's Republic of",5.182993263352683e-11
"China, People's Republic of",3.680662365564408e-11
"Tajikistan, Republic of",1.9083527322263593e-12
"China, People's Republic of",1.1961656174116335e-14
"Tajikistan, Republic of",1.0205661695948473e-14
Russian Federation,1.1393224015829276e-14
Russian Federation,1.1930546035723598e-14
Slovak Republic,5.0098461010003875e-14
Slovak Republic,9.985373110444195e-12
"Estonia, Republic of",1.6118785672196826e-11
"Latvia, Republic of",1.3901959402547822e-11
"Latvia, Republic of",2.2153107066107634e-14
Slovak Republic,6.004986453785368e-14
"Estonia, Republic of",3.520477031131767e-14
"Latvia, Republic of",2.5653573748964568e-14
"Estonia, Republic of",6.291353357311605e-14
"Estonia, Republic of",2.534477681973295e-14
"Estonia, Republic of",8.111037586209272e-12
"Latvia, Republic of",8.351148706930681e-12
Slovak Republic,9.228921645757558e-12
"Uzbekistan, Republic of",1.0128462463640569e-14
"Uzbekistan, Republic of",5.897321892553147e-10
Czech Republic,1.0520603837702115e-14
Czech Republic,1.4334629989495235e-13
"Uzbekistan, Republic of",4.6667723285482765e-12
Ukraine,1.635181520363817e-12
"Uzbekistan, Republic of",1.2604214958450289e-14
Turkmenistan,8.524427184793057e-12
Turkmenistan,6.621850568261615e-14
Ukraine,8.333484293536128e-14
Turkmenistan,1.0068546641550853e-14
Czech Republic,3.104983465410754e-12
Ukraine,2.633826564665263e-13
Czech Republic,2.4361711809553736e-12
Ukraine,2.2082579230143947e-12
Turkmenistan,1.1352511982870879e-14
"Uzbekistan, Republic of",1.5707838597407443e-08
Ukraine,2.952973184011315e-12
"Uzbekistan, Republic of",9.390561097248435e-09
Czech Republic,2.8303290796207165e-10
Ukraine,7.959164035788447e-14
Turkmenistan,7.489750455020298e-12
Hungary,8.940879403667505e-12
Montenegro,1.0997750784353447e-11
Hungary,3.129211541892501e-11
Montenegro,1.0043965791462762e-14
Montenegro,1.1374404302480583e-14
"Serbia, Republic of",2.8075336711010494e-12
Montenegro,1.2976384391815263e-14
Hungary,1.0126926160510063e-14
Hungary,1.573123438781345e-11
"Serbia, Republic of",4.247430208262613e-10
"Latvia, Republic of",1.0055103989158929e-14
Hungary,1.8157259438819182e-13
Montenegro,4.716495547518654e-12
"Latvia, Republic of",1.582364417334071e-11
Hungary,3.129211541892501e-11
Montenegro,1.2517693054670693e-11
"Serbia, Republic of",4.464074413888285e-14
Hungary,1.7905964799459256e-11
"Serbia, Republic of",8.83762216581153e-14
"Estonia, Republic of",1.0005558213200123e-14
"Serbia, Republic of",1.1557224375010745e-14
Czech Republic,1.0161108905163813e-14
"Latvia, Republic of",2.6934850559806205e-14
"Latvia, Republic of",5.954710933839572e-14
"Estonia, Republic of",1.1162192446609153e-11
"Latvia, Republic of",1.0025914229679323e-14
Slovak Republic,1.0784847976149072e-14
"Estonia, Republic of",2.534477681973295e-14
Czech Republic,2.1888390898523828e-11
"Latvia, Republic of",2.5653573748964568e-14
"Estonia, Republic of",2.1157582637540027e-14
Slovak Republic,5.798852981249784e-14
"Latvia, Republic of",9.035574824177173e-12
Slovak Republic,1.0578215205096074e-13
"Estonia, Republic of",1.8347126149733192e-11
Slovak Republic,7.39451233542978e-12
Slovak Republic,1.5514615262336384e-11
Slovak Republic,6.004986453785368e-14
Slovak Republic,6.415333019943404e-14
Slovak Republic,1.0088518582247425e-14
Czech Republic,2.492866911683551e-13
"Estonia, Republic of",1.005279953446317e-14
"Estonia, Republic of",1.207727757956662e-11
Slovak Republic,1.765938046549746e-11
"Estonia, Republic of",2.6600320553138618e-14
"Lithuania, Republic of",2.1023006324065565e-11
Mongolia,1.9179208281231485e-14
"Lithuania, Republic of",1.0516028342903686e-11
"Croatia, Republic of",1.6453569937032515e-11
"Croatia, Republic of",9.244886139738207e-12
Mongolia,3.099076456689117e-11
"Lithuania, Republic of",1.0070851096246609e-14
Mongolia,2.588131532503071e-12
Mongolia,1.2351447004388209e-11
"Lithuania, Republic of",6.034483473891075e-14
"Lithuania, Republic of",4.038211186112142e-14
Mongolia,3.599558234774541e-14
"Lithuania, Republic of",1.8469490005547482e-11
"Lithuania, Republic of",4.038211186112142e-14
Mongolia,8.73969029077568e-09
"Lithuania, Republic of",8.031326114207207e-12
Hungary,3.2636590013985734e-09
"Serbia, Republic of",3.754110329703401e-12
"Serbia, Republic of",5.684581890232269e-10
Hungary,2.2177429049118234e-11
Montenegro,9.456483474357435e-14
"Serbia, Republic of",6.144367555300485e-14
Montenegro,1.2976384391815263e-14
Montenegro,5.102681826570578e-12
Montenegro,1.3217199907522008e-14
Hungary,1.0255207471907278e-14
"Serbia, Republic of",5.263344183125241e-12
"Serbia, Republic of",3.754110329703401e-12
"Latvia, Republic of",3.9641229676435114e-14
"Serbia, Republic of",1.0079684839247018e-14
Montenegro,2.1486293896100824e-12
Montenegro,1.1255340809866402e-14
Montenegro,1.7843008633474266e-14
Hungary,9.564216731384137e-14
"Serbia, Republic of",1.1903524384036918e-11
Hungary,6.42401313263076e-14
"Serbia, Republic of",1.045821687202698e-11
Hungary,2.3127266726197517e-09
"North Macedonia, Republic of",1.1190047926819914e-14
"Slovenia, Republic of",6.414488053221627e-14
Bosnia and Herzegovina,3.0684966501370296e-14
Bosnia and Herzegovina,7.350660867024194e-12
"Slovenia, Republic of",3.805845337623176e-14
Bosnia and Herzegovina,2.1461770657380127e-14
Bosnia and Herzegovina,4.785145252905296e-12
Bosnia and Herzegovina,1.1279537584171864e-14
"North Macedonia, Republic of",8.284860299455628e-14
"Slovenia, Republic of",1.887568932140472e-11
"North Macedonia, Republic of",1.0700900532340421e-11
"Slovenia, Republic of",8.664321411553762e-12
Bosnia and Herzegovina,5.810029586524212e-14
"North Macedonia, Republic of",1.0050111003984785e-14
"North Macedonia, Republic of",2.9544261426969913e-14
Bosnia and Herzegovina,3.3157692479012914e-12
"North Macedonia, Republic of",1.6551745852284338e-14
"North Macedonia, Republic of",3.8032221000278374e-13
Bosnia and Herzegovina,3.0684966501370296e-14
"Croatia, Republic of",1.1509983053747698e-14
Mongolia,3.4815279916645244e-09
"Croatia, Republic of",4.3034539215939286e-14
"Lithuania, Republic of",7.072678721908473e-14
"Croatia, Republic of",1.0076612232986005e-14
"Lithuania, Republic of",4.287169108410569e-14
Mongolia,1.0053183610245795e-14
"Croatia, Republic of",8.544587322623116e-12
"Lithuania, Republic of",1.1378092582221145e-11
Mongolia,6.442311271066648e-12
Mongolia,7.332094259616252e-12
"Croatia, Republic of",1.8728221504286402e-11
"Croatia, Republic of",5.896523452771676e-14
Mongolia,3.099076456689117e-11
"Croatia, Republic of",3.594181173817771e-14
Mongolia,1.2007361192248876e-14
"Lithuania, Republic of",1.1185823093211024e-14
Mongolia,1.0645505282212219e-13
"Croatia, Republic of",4.3034539215939286e-14
"Lithuania, Republic of",3.3206039938529924e-14
"Croatia, Republic of",4.5741889407672717e-14
"Croatia, Republic of",8.240461138984017e-14
"Croatia, Republic of",6.709907238868585e-12
Romania,1.5796417425186105e-11
"Poland, Republic of",3.8326737991911947e-11
"Poland, Republic of",1.4132348797059392e-12
Romania,1.0212190984253123e-14
"Poland, Republic of",3.624768969146137e-13
"Kosovo, Republic of",1.179611951180436e-14
Romania,2.4491178378816143e-11
Romania,3.567642420612588e-11
"Poland, Republic of",6.11256608049902e-14
Romania,1.798016439990485e-11
"Poland, Republic of",1.1203106503429211e-14
Romania,3.5046415866140807e-13
"Poland, Republic of",1.0650010491142424e-12
"Poland, Republic of",9.633945689719959e-12
"North Macedonia, Republic of",2.0297562142277078e-10
"North Macedonia, Republic of",9.401736544150303e-12
Romania,6.856997125416798e-13
Romania,7.76804562189886e-12
"Slovenia, Republic of",1.320165213576551e-11
Romania,6.599574172869284e-14
Romania,6.856997125416798e-13
"Slovenia, Republic of",3.593374614674256e-14
"Slovenia, Republic of",1.0704960213362783e-14
"Slovenia, Republic of",2.842122383857034e-14
Bosnia and Herzegovina,1.0054719913376302e-14
Bosnia and Herzegovina,3.891110161366235e-14
"Slovenia, Republic of",2.1485395542845264e-11
"North Macedonia, Republic of",3.5792014501437767e-12
"North Macedonia, Republic of",2.0536992987972303e-13
"Slovenia, Republic of",3.593374614674256e-14
"Slovenia, Republic of",1.0063169580594082e-14
Bosnia and Herzegovina,2.6538484352135774e-14
Bosnia and Herzegovina,8.3660969363905e-12
"North Macedonia, Republic of",3.8032221000278374e-13
"Slovenia, Republic of",1.2201303331292333e-11
"North Macedonia, Republic of",1.0707757053211868e-10
"Slovenia, Republic of",5.5652580902564127e-14
Bosnia and Herzegovina,5.985217305102022e-12
World,7.599032612863178e-11
Denmark,2.7611632800826868e-11
World,4.287234209255725e-11
European Union (EU),2.4056757174451516e-11
European Union (EU),2.1134576498160707e-11
European Union (EU),1.5510516405584192e-14
"Poland, Republic of",1.4132348797059392e-12
"Poland, Republic of",7.443292648353811e-13
"Poland, Republic of",2.006109275131138e-11
"Kosovo, Republic of",7.328321483203512e-12
"Poland, Republic of",2.8817605793347863e-11
"Kosovo, Republic of",6.4389966970625815e-12
"Kosovo, Republic of",1.985563870883526e-12
"Poland, Republic of",1.0411142239653593e-14
"Poland, Republic of",1.762446951315985e-11
"Kosovo, Republic of",5.878356668253446e-14
"Kosovo, Republic of",1.401530938381965e-14
"Bahrain, Kingdom of",1.142340776343432e-11
"Kosovo, Republic of",1.401530938381965e-14
"Kazakhstan, Republic of",3.339204784005589e-13
Romania,1.0391938450522273e-14
Romania,4.73807791797178e-13
"Kosovo, Republic of",2.1643822578345036e-14
Central African Republic,4.755564888354759e-13
"Kosovo, Republic of",1.3172647116737348e-14
"Kosovo, Republic of",2.722930994007238e-12
"Kosovo, Republic of",2.517206562180151e-12
"Kosovo, Republic of",1.0045886170375895e-14
"Kosovo, Republic of",1.434177379905208e-14
Romania,1.5700672325562518e-13
European Union (EU),1.0497175214961905e-14
European Union (EU),1.0831707142008406e-11
European Union (EU),7.499147253118035e-12
Turkmenistan,1.0235773237306384e-13
Turkmenistan,5.064423269711597e-14
Turkmenistan,1.0235773237306384e-13
"Uzbekistan, Republic of",7.428563342090088e-14
